id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review_clean,reviews_per_month_clean,calculated_host_listings_count,availability_365,price_category,stay_category,availability_category,review_activity_category,host_scale_category,review_recency,days_since_last_review,estimated_annual_revenue,review_efficiency,host_business_scale,performance_tier,market_position,estimated_occupancy_rate
10231294,Cozy private room with own TV,52577963,Mark,Queens,Woodhaven,"40,69454","-73,85041",Private room,45,5,34,10/06/2019,"0,85",6,212,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2247,9540,"0,1604",Medium Scale Host (6-20),Average Performer,Budget Struggling,"45,2"
7734670,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,"40,81387","-73,88797",Private room,37,30,13,28/02/2019,"0,28",6,333,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2349,12321,"0,039",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
28872377,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,"40,81377","-73,88933",Private room,40,30,3,07/04/2019,"0,36",6,321,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2311,12840,"0,0093",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
30235527,*Hospitable room for the traveler!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,"40,68249","-73,91276",Private room,50,3,3,05/05/2019,"0,73",10,333,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2283,16650,"0,009",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
32361370,Large Private Bedroom Near Tons Of Transit!,242962235,Yuval,Queens,Ridgewood,"40,70896","-73,8956",Private room,42,30,2,04/05/2019,"0,6",23,204,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2284,8568,"0,0098",Large Scale Host (>20),Average Performer,Budget Struggling,"45,2"
5036261,LARGE ROOM IN A GREAT NEIGHBORHOOD,15929586,Jorge,Queens,Ditmars Steinway,"40,77645","-73,90566",Private room,40,3,95,20/05/2019,"1,75",1,336,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2268,13440,"0,2827",Single Property Host,Good Performer,Budget Popular,"17,8"
23110037,Nice Room for ONE (1) Person,130972997,Wilson,Brooklyn,Crown Heights,"40,67544","-73,94023",Private room,45,2,21,22/06/2019,"1,35",2,339,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2235,15255,"0,0619",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
23667332,The Turquoise Room,107040079,Jonathon,Brooklyn,Crown Heights,"40,66561","-73,94156",Private room,42,4,36,05/06/2019,"2,34",2,292,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2252,12264,"0,1233",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
3791554,Cosy Inwood apartment,5810195,Emilie,Manhattan,Inwood,"40,85988","-73,92709",Private room,39,1,13,30/06/2019,"1,18",2,233,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2227,9087,"0,0558",Small Scale Host (2-5),Good Performer,Budget Popular,"45,2"
3907413,Great cozy for summer in Brooklyn,20169857,Fabeye & Nabou,Brooklyn,Bedford-Stuyvesant,"40,69458","-73,94314",Private room,40,1,73,08/06/2019,"1,23",2,190,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2249,7600,"0,3842",Small Scale Host (2-5),Good Performer,Budget Popular,"72,6"
15133972,Friendly and kind!Clean and safe!Best hostel ever!,95958773,Maryna,Brooklyn,Brighton Beach,"40,57608","-73,9614",Shared room,35,1,34,01/06/2019,"1,01",3,343,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2256,12005,"0,0991",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
9668,front room/double bed,32294,Ssameer Or Trip,Manhattan,Harlem,"40,82245","-73,95104",Private room,50,3,242,01/06/2019,"2,04",3,355,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2256,17750,"0,6817",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
26076877,CONFORTABLE BIG BED ON NY CLOSE TO JFK AND LGA,173290675,Charlie,Queens,Woodhaven,"40,69791","-73,85158",Private room,40,2,16,16/06/2019,"1,24",3,330,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2241,13200,"0,0485",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
14684834,LG. RED AND WHITE COOL OASIS ROOM.,20134231,Paulette,Queens,Springfield Gardens,"40,66383","-73,764",Private room,44,2,36,19/06/2019,"1,03",3,357,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2238,15708,"0,1008",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
1107976,Manhattan & Time Square in 30 minutes. Back room.,3158364,Devika,Queens,Sunnyside,"40,736","-73,92425",Private room,35,5,59,05/07/2019,"1,76",4,250,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2222,8750,"0,236",Small Scale Host (2-5),Good Performer,Budget Popular,"45,2"
33929577,"Couch(sofácama), only women, near LGA & Manhattan",223087887,Jess & Ana,Queens,Corona,"40,74086","-73,86618",Shared room,24,1,3,12/05/2019,"1,11",8,332,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2276,7968,"0,009",Medium Scale Host (6-20),Good Performer,Budget Popular,"17,8"
30355793,Unbelievable male room& best price on Manhattan II,39528519,Max,Manhattan,Lower East Side,"40,70981","-73,98702",Shared room,35,14,8,19/06/2019,"1,31",28,322,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Medium Activity (1-3/month),Large Scale (>20),Sangat Lama (>1 tahun),2238,11270,"0,0248",Large Scale Host (>20),Good Performer,Budget Popular,"17,8"
35644795,Bed in a shared dormitory next to Brooklyn bridge,11182145,Kateryna,Brooklyn,Fort Greene,"40,69334","-73,98179",Shared room,50,1,0,,0,1,347,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,17350,0,Single Property Host,Low Performer,Budget Struggling,"17,8"
11452,Clean and Quiet in Brooklyn,7355,Vt,Brooklyn,Bedford-Stuyvesant,"40,68876","-73,94312",Private room,35,60,0,,0,1,365,Budget (≤$50),Long Stay (>30 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,12775,0,Single Property Host,Low Performer,Budget Struggling,"17,8"
7764516,Furnished quiet clean room,40834217,Jay,Queens,Whitestone,"40,78223","-73,80724",Private room,35,7,0,,0,1,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,12775,0,Single Property Host,Low Performer,Budget Struggling,"17,8"
28978328,2254 and 2nd avenue,43531190,Kasun,Manhattan,East Harlem,"40,79701","-73,93709",Private room,45,240,0,,0,1,280,Budget (≤$50),Long Stay (>30 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,12600,0,Single Property Host,Low Performer,Budget Struggling,"45,2"
33382288,Spacious green#3,208136645,Andre,Brooklyn,East Flatbush,"40,65587","-73,94187",Private room,45,3,0,,0,4,332,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,14940,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
8205572,Cool Chill Space In a 5BR 2.5 bath,10387090,Luis Enrique,Brooklyn,Bushwick,"40,68358","-73,90884",Private room,36,20,0,,0,5,346,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,12456,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
36395484,Lovely spot for female. Close to subway & Park,156114168,Kateryna,Brooklyn,Prospect-Lefferts Gardens,"40,66079","-73,96181",Shared room,40,1,0,,0,6,224,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,8960,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"45,2"
30395737,Private Bed in Brooklyn Him-1R-6,216235179,Nina,Brooklyn,Bushwick,"40,69997","-73,92054",Private room,47,30,0,,0,17,323,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,15181,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
33907003,Unique Private BR in Ridgewood Woodbine,242962235,Yuval,Queens,Ridgewood,"40,7081","-73,89507",Private room,34,30,0,,0,23,278,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,9452,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
30376977,Private Stuyvesant Bedroom Madison 1R-2,226410657,Nina,Brooklyn,Bedford-Stuyvesant,"40,68632","-73,93251",Private room,42,30,0,,0,27,346,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,14532,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
32293787,"Easy access Mall, Midtown & JFK. Vast room space!",137358866,Kazuya,Queens,Elmhurst,"40,74467","-73,8726",Private room,26,30,0,,0,103,233,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,6058,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
26782162,"Near JFK & LaGuardia airport, cozy studio-style",27558716,Nhia,Queens,Queens Village,"40,70946","-73,74837",Private room,50,1,47,01/07/2019,"3,96",1,348,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Single Property,Sangat Lama (>1 tahun),2226,17400,"0,1351",Single Property Host,High Performer,Budget Popular,"17,8"
29209396,Room with King sized bed in the heart of Bushwick,200182757,Rosie,Brooklyn,Bushwick,"40,70696","-73,9199",Private room,50,2,31,20/06/2019,"3,86",2,273,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2237,13650,"0,1136",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
18091187,The Heights,124593127,Miguel,Manhattan,Washington Heights,"40,85564","-73,93066",Private room,40,1,93,21/06/2019,"3,5",2,297,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2236,11880,"0,3131",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
9260415,Comfy Room Near Bronx Zoo and NYBG!,48106825,Julia,Bronx,Pelham Gardens,"40,86617","-73,848",Private room,47,2,138,20/05/2019,"3,22",2,353,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2268,16591,"0,3909",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
34444744,Large Private room queen bed near kitchen,147762665,Jose,Bronx,Wakefield,"40,88649","-73,85889",Private room,37,1,12,24/06/2019,"6,21",3,315,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2233,11655,"0,0381",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
2069051,Your private space in Brooklyn,10581418,Frank,Brooklyn,Williamsburg,"40,71524","-73,94299",Private room,45,1,17,12/05/2019,"0,55",1,354,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2276,15930,"0,048",Single Property Host,Average Performer,Budget Struggling,"17,8"
20165918,Private Room near LGA,52361698,Johanna,Queens,East Elmhurst,"40,76279","-73,87429",Private room,40,1,1,02/07/2019,1,1,226,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2225,9040,"0,0044",Single Property Host,Good Performer,Budget Popular,"45,2"
12326402,Comfy spacious apartment with wi-fi,66513544,Michele,Brooklyn,Brownsville,"40,65775","-73,90486",Entire home/apt,49,14,3,17/11/2018,"0,08",1,291,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2452,14259,"0,0103",Single Property Host,Average Performer,Budget Struggling,"45,2"
14624028,Bright Bedroom in Brooklyn!,16205633,Gea,Brooklyn,Kensington,"40,64007","-73,97067",Private room,45,7,5,19/08/2018,"0,14",1,343,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2542,15435,"0,0146",Single Property Host,Average Performer,Budget Struggling,"17,8"
32206003,Spacious Rm for 1 near Hospital1 min Walk to Train,241676154,Maria,Staten Island,Grant City,"40,57974","-74,10989",Private room,30,7,1,29/06/2019,1,2,188,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2228,5640,"0,0053",Small Scale Host (2-5),Good Performer,Budget Popular,"72,6"
12973353,CrashPadsUSA Hotbeds for Airline Crew ONLY,63560790,A.B.,Queens,Kew Gardens,"40,70542","-73,82979",Shared room,43,1,8,30/06/2019,"0,73",2,362,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2227,15566,"0,0221",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
6071870,Live in Harlem close to Columbia U!,21940966,Mekkie,Manhattan,Morningside Heights,"40,80465","-73,95827",Private room,50,2,7,07/01/2019,"0,15",2,191,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2401,9550,"0,0366",Small Scale Host (2-5),Average Performer,Budget Struggling,"72,6"
4927853,"All-Inclusive Room, Super Cute Apt",331579,Marlon,Brooklyn,Bedford-Stuyvesant,"40,68939","-73,92331",Private room,50,3,32,23/06/2019,"0,72",2,329,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2234,16450,"0,0973",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
10672698,"COZY FOR 1 TO 2. SHARED BED, SEPARATE FOR A FEE .",8136206,Rob,Brooklyn,Prospect-Lefferts Gardens,"40,65603","-73,95836",Private room,44,2,31,30/06/2019,"0,75",2,297,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2227,13068,"0,1044",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
10849166,Large Brooklyn Apartment.,39261381,Nathaniel,Brooklyn,Flatlands,"40,62361","-73,93423",Private room,34,1,7,27/08/2017,"0,17",2,349,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2899,11866,"0,0201",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
19974905,Esteem's Place,141615596,Esteem,Bronx,Parkchester,"40,83805","-73,85867",Shared room,26,1,18,23/04/2019,"0,78",2,342,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2295,8892,"0,0526",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
907966,1 rm @ 3BR artist loft williamsburg,4864306,Joseph,Brooklyn,Greenpoint,"40,72676","-73,95529",Private room,50,2,30,02/07/2019,"0,42",3,249,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2225,12450,"0,1205",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
9944808,Modern Brooklyn Duplex,23193,Paris,Brooklyn,Bedford-Stuyvesant,"40,68818","-73,93826",Private room,40,1,4,15/04/2019,"0,12",4,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2303,14600,"0,011",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
17476768,AWESOME LOCATION STEPS TO L TRAIN !,118378908,Jose,Brooklyn,Williamsburg,"40,71354","-73,95011",Private room,45,28,19,31/05/2019,"0,72",6,297,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2257,13365,"0,064",Medium Scale Host (6-20),Average Performer,Budget Struggling,"45,2"
34844773,PureVia (Girls shared room only),261338177,Diana,Brooklyn,Gravesend,"40,59087","-73,97275",Shared room,25,7,1,26/05/2019,"0,67",6,313,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2262,7825,"0,0032",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
12904061,Superior double Bedroom - Cozy & Comfy B6,20559017,Yohan,Manhattan,East Harlem,"40,7862","-73,94413",Private room,50,30,1,08/09/2017,"0,04",9,333,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2887,16650,"0,003",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
26934153,Comfortable shared room near Manhattan,178543960,Sergii,Brooklyn,Greenpoint,"40,72133","-73,93995",Shared room,38,30,1,30/09/2018,"0,11",10,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2500,13870,"0,0027",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
26894548,Cozy private room near Times Square 53E1,190921808,John,Manhattan,Hell's Kitchen,"40,75518","-73,99706",Private room,45,30,2,21/05/2019,"0,32",47,347,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2267,15615,"0,0058",Large Scale Host (>20),Average Performer,Budget Struggling,"17,8"
